date,oil_diff_target,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TermSpread,TreasuryYield,FedFundsRate,gfc_2008_shock,gfc_2008_regime,opec_2014_shock,opec_2014_regime,covid_2020_shock,covid_2020_regime,war_2022_shock,war_2022_regime,gfc_2008_window,opec_2014_window,covid_2020_window,war_2022_window,cond_vix_gt_30,cond_termspread_inv,cond_inventory_draw,cond_opec_cut
2008-01-31,-2.640000000000001,1.82624712,210.834,88.6547,26.2,102.3446,11342.2,271917.0,33675.977,5042.0,1.5,3.67,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01,1.039999999999992,1.38696881,211.445,88.4824,24.02,102.3803,11335.1,275472.0,33960.474,4998.0,1.53,3.62,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-04,-1.75,1.38696881,211.445,88.4788,25.99,102.3803,11335.1,275472.0,33960.474,4998.0,1.6,3.68,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-05,-1.1599999999999966,1.38696881,211.445,89.076,28.24,102.3803,11335.1,275472.0,33960.474,4998.0,1.68,3.61,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-06,0.9099999999999966,1.38696881,211.445,88.9987,28.97,102.3803,11335.1,275472.0,33960.474,4998.0,1.65,3.61,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-07,3.700000000000003,1.38696881,211.445,89.4221,27.66,102.3803,11335.1,275472.0,33960.474,4998.0,1.75,3.74,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-08,1.7900000000000065,1.38696881,211.445,89.2226,28.01,102.3803,11335.1,282340.0,33960.474,5013.0,1.71,3.64,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-11,-0.7400000000000091,1.38696881,211.445,89.2149,27.6,102.3803,11335.1,282340.0,33960.474,5013.0,1.69,3.62,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-12,0.4600000000000079,1.38696881,211.445,88.9539,26.33,102.3803,11335.1,282340.0,33960.474,5013.0,1.72,3.66,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-13,2.140000000000001,1.38696881,211.445,89.1382,24.88,102.3803,11335.1,282340.0,33960.474,5013.0,1.79,3.7,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-14,0.1499999999999914,1.38696881,211.445,88.9055,25.54,102.3803,11335.1,282340.0,33960.474,5013.0,1.92,3.85,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-15,4.420000000000002,1.38696881,211.445,88.9006,25.02,102.3803,11335.1,283406.0,33960.474,5044.0,1.85,3.76,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-19,0.8700000000000045,1.38696881,211.445,88.9626,25.59,102.3803,11335.1,283406.0,33960.474,5044.0,1.83,3.89,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-20,-2.2900000000000063,1.38696881,211.445,89.2572,24.4,102.3803,11335.1,283406.0,33960.474,5044.0,1.79,3.93,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-21,0.4600000000000079,1.38696881,211.445,88.716,25.12,102.3803,11335.1,283406.0,33960.474,5044.0,1.79,3.77,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-22,0.3700000000000045,1.38696881,211.445,88.7082,24.06,102.3803,11335.1,287610.0,33960.474,5034.0,1.81,3.79,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-25,1.4299999999999926,1.38696881,211.445,88.5373,23.03,102.3803,11335.1,287610.0,33960.474,5034.0,1.78,3.91,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-26,-1.2399999999999949,1.38696881,211.445,88.0998,21.9,102.3803,11335.1,287610.0,33960.474,5034.0,1.84,3.88,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-27,3.009999999999991,1.38696881,211.445,87.3353,22.69,102.3803,11335.1,287610.0,33960.474,5034.0,1.84,3.85,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-28,-0.8199999999999932,1.38696881,211.445,87.0363,23.53,102.3803,11335.1,287610.0,33960.474,5034.0,1.84,3.71,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-29,0.6400000000000006,1.38696881,211.445,87.1654,26.54,102.3803,11335.1,290841.0,33960.474,5044.0,1.88,3.53,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-03,-2.700000000000003,1.39949068,212.174,87.2381,26.28,102.2448,11333.2,290841.0,34323.8276,5044.0,1.93,3.54,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-04,4.730000000000004,1.39949068,212.174,87.3039,25.52,102.2448,11333.2,290841.0,34323.8276,5044.0,1.98,3.63,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-05,1.0600000000000025,1.39949068,212.174,87.1347,24.6,102.2448,11333.2,290841.0,34323.8276,5044.0,2.04,3.7,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-06,-0.3900000000000005,1.39949068,212.174,86.9105,27.55,102.2448,11333.2,290841.0,34323.8276,5044.0,2.09,3.62,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-07,2.780000000000001,1.39949068,212.174,87.1258,27.49,102.2448,11333.2,287785.0,34323.8276,5050.0,2.03,3.56,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-10,0.8299999999999983,1.39949068,212.174,87.1452,29.38,102.2448,11333.2,287785.0,34323.8276,5050.0,1.99,3.46,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-11,1.1299999999999957,1.39949068,212.174,87.1763,26.36,102.2448,11333.2,287785.0,34323.8276,5050.0,1.86,3.6,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-12,0.3499999999999943,1.39949068,212.174,86.728,27.22,102.2448,11333.2,287785.0,34323.8276,5050.0,1.86,3.49,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-13,-0.1799999999999926,1.39949068,212.174,86.3891,27.29,102.2448,11333.2,287785.0,34323.8276,5050.0,1.93,3.56,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-14,-4.290000000000006,1.39949068,212.174,86.4301,31.16,102.2448,11333.2,294185.0,34323.8276,5100.0,1.97,3.44,3.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-03-17,3.8299999999999983,1.39949068,212.174,86.3417,32.24,102.2448,11333.2,294185.0,34323.8276,5100.0,1.99,3.34,3.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008-03-18,-6.319999999999993,1.39949068,212.174,86.1191,25.79,102.2448,11333.2,294185.0,34323.8276,5100.0,1.9,3.48,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-19,-0.6800000000000068,1.39949068,212.174,86.5755,29.84,102.2448,11333.2,294185.0,34323.8276,5100.0,1.84,3.38,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-20,-0.8699999999999903,1.39949068,212.174,87.3293,26.62,102.2448,11333.2,294185.0,34323.8276,5100.0,1.75,3.34,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-24,0.0799999999999983,1.39949068,212.174,87.3103,25.73,102.2448,11333.2,294318.0,34323.8276,5100.0,1.72,3.56,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-25,4.049999999999997,1.39949068,212.174,86.8339,25.72,102.2448,11333.2,294318.0,34323.8276,5100.0,1.72,3.51,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-26,1.730000000000004,1.39949068,212.174,86.5513,26.08,102.2448,11333.2,294318.0,34323.8276,5100.0,1.8,3.51,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-27,-1.9699999999999989,1.39949068,212.174,86.4583,25.88,102.2448,11333.2,294318.0,34323.8276,5100.0,1.83,3.56,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-28,-4.049999999999997,1.39949068,212.174,86.6369,25.71,102.2448,11333.2,294406.0,34323.8276,5103.0,1.8,3.47,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-31,-0.6200000000000045,1.39949068,212.174,86.6881,25.61,102.2448,11333.2,294406.0,34323.8276,5103.0,1.83,3.45,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-01,3.9099999999999966,1.11112286,212.687,87.0276,22.68,101.8438,11293.9,294406.0,34400.7536,5103.0,1.77,3.57,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-02,-0.9099999999999966,1.11112286,212.687,86.8886,23.43,101.8438,11293.9,294406.0,34400.7536,5103.0,1.72,3.6,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-03,2.1700000000000017,1.11112286,212.687,86.6424,23.21,101.8438,11293.9,294406.0,34400.7536,5103.0,1.7,3.61,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-04,2.819999999999993,1.11112286,212.687,86.5108,22.45,101.8438,11293.9,301723.0,34400.7536,5087.0,1.67,3.5,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-07,-0.3699999999999903,1.11112286,212.687,86.603,22.42,101.8438,11293.9,301723.0,34400.7536,5087.0,1.62,3.57,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-08,2.3499999999999943,1.11112286,212.687,86.7369,22.36,101.8438,11293.9,301723.0,34400.7536,5087.0,1.71,3.58,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-09,-0.8200000000000074,1.11112286,212.687,86.5764,22.81,101.8438,11293.9,301723.0,34400.7536,5087.0,1.72,3.49,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-10,0.0700000000000073,1.11112286,212.687,86.5131,21.98,101.8438,11293.9,301723.0,34400.7536,5087.0,1.71,3.55,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-11,1.5699999999999932,1.11112286,212.687,86.5029,23.46,101.8438,11293.9,298516.0,34400.7536,5097.0,1.73,3.49,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-04-14,2.0600000000000023,1.11112286,212.687,86.3492,23.82,101.8438,11293.9,298516.0,34400.7536,5097.0,1.75,3.53,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-15,1.0300000000000011,1.11112286,212.687,86.4705,22.78,101.8438,11293.9,298516.0,34400.7536,5097.0,1.76,3.6,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-16,0.0,1.11112286,212.687,85.9037,20.53,101.8438,11293.9,298516.0,34400.7536,5097.0,1.74,3.72,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-17,1.7600000000000051,1.11112286,212.687,86.1077,20.37,101.8438,11293.9,298516.0,34400.7536,5097.0,1.62,3.75,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-18,0.9200000000000016,1.11112286,212.687,86.5277,20.13,101.8438,11293.9,296160.0,34400.7536,5096.0,1.58,3.77,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-21,1.6899999999999975,1.11112286,212.687,86.2979,20.5,101.8438,11293.9,296160.0,34400.7536,5096.0,1.55,3.75,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-22,0.1099999999999994,1.11112286,212.687,85.927,20.87,101.8438,11293.9,296160.0,34400.7536,5096.0,1.5,3.74,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-23,-2.180000000000007,1.11112286,212.687,86.3841,20.26,101.8438,11293.9,296160.0,34400.7536,5096.0,1.55,3.77,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-24,2.5400000000000063,1.11112286,212.687,86.7154,20.06,101.8438,11293.9,296160.0,34400.7536,5096.0,1.46,3.87,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-25,-0.8599999999999994,1.11112286,212.687,86.8337,19.59,101.8438,11293.9,298581.0,34400.7536,5101.0,1.47,3.91,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-28,-3.109999999999999,1.11112286,212.687,86.7635,19.64,101.8438,11293.9,298581.0,34400.7536,5101.0,1.5,3.86,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-29,-1.9699999999999989,1.11112286,212.687,86.873,20.24,101.8438,11293.9,298581.0,34400.7536,5101.0,1.5,3.85,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-30,-1.1000000000000083,1.11112286,212.687,86.8907,20.79,101.8438,11293.9,298581.0,34400.7536,5101.0,1.48,3.77,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,3.760000000000005,1.02522008,213.448,87.1347,18.88,101.5336,11322.1,298581.0,34640.6746,5101.0,1.41,3.78,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-02,3.5799999999999983,1.02522008,213.448,87.2311,18.18,101.5336,11322.1,302429.0,34640.6746,5098.0,1.42,3.89,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-05,1.8799999999999957,1.02522008,213.448,87.0636,18.9,101.5336,11322.1,302429.0,34640.6746,5098.0,1.46,3.88,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-06,1.740000000000009,1.02522008,213.448,86.847,18.21,101.5336,11322.1,302429.0,34640.6746,5098.0,1.55,3.93,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-07,0.2099999999999937,1.02522008,213.448,87.3421,19.73,101.5336,11322.1,302429.0,34640.6746,5098.0,1.56,3.87,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-08,2.1700000000000017,1.02522008,213.448,87.4575,19.4,101.5336,11322.1,302429.0,34640.6746,5098.0,1.54,3.79,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-09,-1.9200000000000017,1.02522008,213.448,87.2528,19.41,101.5336,11322.1,308082.0,34640.6746,5099.0,1.52,3.77,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-12,1.8100000000000025,1.02522008,213.448,87.0403,17.79,101.5336,11322.1,308082.0,34640.6746,5099.0,1.48,3.78,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-13,-1.6200000000000043,1.02522008,213.448,87.1332,17.98,101.5336,11322.1,308082.0,34640.6746,5099.0,1.43,3.9,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-14,0.0400000000000062,1.02522008,213.448,87.3659,17.66,101.5336,11322.1,308082.0,34640.6746,5099.0,1.39,3.92,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-15,2.25,1.02522008,213.448,87.1823,16.3,101.5336,11322.1,308082.0,34640.6746,5099.0,1.38,3.83,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-16,0.6500000000000057,1.02522008,213.448,86.7855,16.47,101.5336,11322.1,308258.0,34640.6746,5128.0,1.38,3.85,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-19,1.7800000000000011,1.02522008,213.448,86.8225,17.01,101.5336,11322.1,308258.0,34640.6746,5128.0,1.41,3.83,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-20,4.060000000000002,1.02522008,213.448,86.5627,17.58,101.5336,11322.1,308258.0,34640.6746,5128.0,1.44,3.78,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-21,-2.950000000000017,1.02522008,213.448,86.1595,18.59,101.5336,11322.1,308258.0,34640.6746,5128.0,1.4,3.81,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-22,1.5400000000000205,1.02522008,213.448,86.3223,18.05,101.5336,11322.1,308258.0,34640.6746,5128.0,1.36,3.92,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-23,-2.7700000000000102,1.02522008,213.448,86.1922,19.55,101.5336,11322.1,302941.0,34640.6746,5045.0,1.39,3.85,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-05-27,2.1899999999999977,1.02522008,213.448,86.4459,19.64,101.5336,11322.1,302941.0,34640.6746,5045.0,1.38,3.93,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-28,-4.299999999999997,1.02522008,213.448,86.4951,19.07,101.5336,11322.1,302941.0,34640.6746,5045.0,1.41,4.03,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-29,0.6499999999999915,1.02522008,213.448,86.5616,18.14,101.5336,11322.1,302941.0,34640.6746,5045.0,1.41,4.08,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-30,0.4000000000000057,1.02522008,213.448,86.5504,17.83,101.5336,11322.1,294058.0,34640.6746,5128.0,1.4,4.06,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-06-02,-3.4200000000000017,1.06289422,213.942,86.6321,19.83,100.8785,11340.5,294058.0,34323.5876,5128.0,1.47,3.98,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008-06-03,-2.030000000000001,1.06289422,213.942,86.8359,20.24,100.8785,11340.5,294058.0,34323.5876,5128.0,1.47,3.92,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-04,5.63000000000001,1.06289422,213.942,87.0999,20.8,100.8785,11340.5,294058.0,34323.5876,5128.0,1.51,3.98,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-05,10.579999999999984,1.06289422,213.942,87.0968,18.63,100.8785,11340.5,294058.0,34323.5876,5128.0,1.54,4.06,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-06,-4.069999999999993,1.06289422,213.942,86.8028,23.56,100.8785,11340.5,289256.0,34323.5876,5139.0,1.54,3.94,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-06-09,-3.0600000000000023,1.06289422,213.942,86.9096,23.12,100.8785,11340.5,289256.0,34323.5876,5139.0,1.29,4.02,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-10,5.050000000000011,1.06289422,213.942,87.4705,23.18,100.8785,11340.5,289256.0,34323.5876,5139.0,1.2,4.11,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-11,0.4799999999999897,1.06289422,213.942,87.2059,24.12,100.8785,11340.5,289256.0,34323.5876,5139.0,1.27,4.1,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-12,-2.069999999999993,1.06289422,213.942,87.6187,23.33,100.8785,11340.5,289256.0,34323.5876,5139.0,1.2,4.23,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-13,-0.3199999999999932,1.06289422,213.942,87.7622,21.22,100.8785,11340.5,284679.0,34323.5876,5114.0,1.22,4.27,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-06-16,-0.5300000000000011,1.06289422,213.942,87.3911,20.95,100.8785,11340.5,284679.0,34323.5876,5114.0,1.23,4.25,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-17,2.549999999999983,1.06289422,213.942,87.2103,21.13,100.8785,11340.5,284679.0,34323.5876,5114.0,1.29,4.23,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-18,-4.659999999999997,1.06289422,213.942,87.1872,22.24,100.8785,11340.5,284679.0,34323.5876,5114.0,1.27,4.16,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-19,2.9000000000000057,1.06289422,213.942,87.0815,21.58,100.8785,11340.5,284679.0,34323.5876,5114.0,1.23,4.22,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-20,1.1999999999999886,1.06289422,213.942,86.9036,22.87,100.8785,11340.5,283437.0,34323.5876,5145.0,1.28,4.16,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-23,0.5100000000000193,1.06289422,213.942,87.2163,22.64,100.8785,11340.5,283437.0,34323.5876,5145.0,1.21,4.19,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-24,-2.5700000000000216,1.06289422,213.942,86.9666,22.42,100.8785,11340.5,283437.0,34323.5876,5145.0,1.23,4.1,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-25,4.990000000000009,1.06289422,213.942,87.0535,21.14,100.8785,11340.5,283437.0,34323.5876,5145.0,1.3,4.12,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-26,0.7800000000000011,1.06289422,213.942,86.6793,23.93,100.8785,11340.5,283437.0,34323.5876,5145.0,1.39,4.07,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-27,0.2700000000000102,1.06289422,213.942,86.643,23.44,100.8785,11340.5,284240.0,34323.5876,5120.0,1.34,3.99,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-30,1.0999999999999943,1.06289422,213.942,86.7621,23.95,100.8785,11340.5,284240.0,34323.5876,5120.0,1.36,3.99,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,2.680000000000007,1.40051629,215.208,86.8447,23.65,100.2674,11361.6,284240.0,34636.5456,5120.0,1.38,4.01,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-02,1.5699999999999932,1.40051629,215.208,86.4782,25.92,100.2674,11361.6,284240.0,34636.5456,5120.0,1.39,3.99,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-03,-3.930000000000007,1.40051629,215.208,86.8843,24.79,100.2674,11361.6,284240.0,34636.5456,5120.0,1.45,3.99,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-07,-5.319999999999993,1.40051629,215.208,86.9617,25.78,100.2674,11361.6,282258.0,34636.5456,5123.0,1.48,3.95,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-08,-0.1800000000000068,1.40051629,215.208,86.9778,23.15,100.2674,11361.6,282258.0,34636.5456,5123.0,1.44,3.91,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-09,5.590000000000003,1.40051629,215.208,86.5335,25.23,100.2674,11361.6,282258.0,34636.5456,5123.0,1.44,3.85,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-10,3.490000000000009,1.40051629,215.208,86.5122,25.59,100.2674,11361.6,282258.0,34636.5456,5123.0,1.39,3.83,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-11,0.1999999999999886,1.40051629,215.208,86.221,27.49,100.2674,11361.6,276552.0,34636.5456,4960.0,1.37,3.96,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008-07-14,-6.47999999999999,1.40051629,215.208,86.1079,28.48,100.2674,11361.6,276552.0,34636.5456,4960.0,1.43,3.9,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-15,-4.050000000000011,1.40051629,215.208,85.8731,28.54,100.2674,11361.6,276552.0,34636.5456,4960.0,1.48,3.87,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-16,-5.199999999999989,1.40051629,215.208,85.9285,25.1,100.2674,11361.6,276552.0,34636.5456,4960.0,1.53,3.97,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-17,-0.4900000000000091,1.40051629,215.208,85.9387,25.01,100.2674,11361.6,276552.0,34636.5456,4960.0,1.49,4.07,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-18,2.490000000000009,1.40051629,215.208,86.0735,24.05,100.2674,11361.6,279504.0,34636.5456,5139.0,1.45,4.11,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-21,-4.180000000000007,1.40051629,215.208,86.0151,23.05,100.2674,11361.6,279504.0,34636.5456,5139.0,1.43,4.09,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-22,-3.519999999999996,1.40051629,215.208,86.1909,21.18,100.2674,11361.6,279504.0,34636.5456,5139.0,1.4,4.14,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-23,0.8900000000000006,1.40051629,215.208,86.2664,21.31,100.2674,11361.6,279504.0,34636.5456,5139.0,1.35,4.16,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-24,-2.030000000000001,1.40051629,215.208,86.4017,23.44,100.2674,11361.6,279504.0,34636.5456,5139.0,1.42,4.03,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-25,2.1299999999999955,1.40051629,215.208,86.3916,22.91,100.2674,11361.6,277946.0,34636.5456,5165.0,1.43,4.13,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-28,-2.510000000000005,1.40051629,215.208,86.4666,24.23,100.2674,11361.6,277946.0,34636.5456,5165.0,1.47,4.06,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-29,4.530000000000001,1.40051629,215.208,86.8175,22.03,100.2674,11361.6,277946.0,34636.5456,5165.0,1.44,4.09,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-30,-2.569999999999993,1.40051629,215.208,86.8167,21.21,100.2674,11361.6,277946.0,34636.5456,5165.0,1.43,4.07,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-31,0.8599999999999994,1.40051629,215.208,86.8567,22.94,100.2674,11361.6,277946.0,34636.5456,5165.0,1.47,3.99,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-01,-3.5799999999999983,1.48755401,217.463,86.8257,22.57,100.0335,11340.7,277865.0,34771.5286,5160.0,1.46,3.97,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-04,-2.740000000000009,1.48755401,217.463,87.0611,23.49,100.0335,11340.7,277865.0,34771.5286,5160.0,1.45,3.98,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-05,-0.1400000000000005,1.48755401,217.463,87.3281,21.14,100.0335,11340.7,277865.0,34771.5286,5160.0,1.5,4.04,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-06,1.2700000000000102,1.48755401,217.463,87.6004,20.23,100.0335,11340.7,277865.0,34771.5286,5160.0,1.5,4.06,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
