date,oil_diff_target,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TermSpread,TreasuryYield,FedFundsRate,oil_diff_lag1,oil_diff_lag5,oil_volatility_5,oil_volatility_20,MA_5,MA_20,MA_ratio,MA_5_gt_MA_20,oil_momentum_5,oil_momentum_20,TermSpread_inversion,vix_high,is_monday,is_friday,gfc_2008_shock,gfc_2008_regime,opec_2014_shock,opec_2014_regime,covid_2020_shock,covid_2020_regime,war_2022_shock,war_2022_regime,gfc_2008_window,opec_2014_window,covid_2020_window,war_2022_window,cond_vix_gt_30,cond_termspread_inv,cond_inventory_draw,cond_opec_cut
2010-05-26,3.0400000000000063,0.99873153,217.353,97.1879,35.02,90.2928,11252.1,342023.0,32450.9035155,5516.0,2.39,3.21,0.16,-3.450000000000003,0.5300000000000011,3.859115183562153,2.3615973630708385,68.168,74.8775,0.910393642950152,0,1.6099999999999994,-11.700000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-27,-0.5600000000000023,0.99873153,217.353,96.3611,29.68,90.2928,11252.1,342023.0,32450.9035155,5516.0,2.47,3.34,0.16,6.739999999999995,-1.6299999999999957,3.833618395197931,2.434626254684686,69.424,74.34700000000001,0.9337834747871468,0,6.280000000000001,-10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-28,-1.2999999999999972,0.99873153,217.353,96.3062,32.07,90.2928,11252.1,344483.0,32450.9035155,5540.0,2.55,3.31,0.16,3.0400000000000063,-0.25,3.8664298778071697,2.4112527318475117,70.61800000000001,73.74350000000001,0.9576166034972574,0,5.969999999999999,-12.069999999999991,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-01,0.1799999999999926,1.3091053,217.403,96.6123,35.54,90.5991,11275.1,344483.0,32428.2465155,5540.0,2.51,3.29,0.2,-0.5600000000000023,0.2000000000000028,4.018056744248389,2.409733496948526,71.512,73.06899999999999,0.9786913739068552,0,4.469999999999999,-13.489999999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-02,1.740000000000009,1.3091053,217.403,96.615,30.17,90.5991,11275.1,344483.0,32428.2465155,5540.0,2.53,3.35,0.2,-1.2999999999999972,-3.450000000000003,3.3008786708996074,2.3242222807912114,73.13199999999999,72.5765,1.007653992683582,1,8.099999999999994,-9.850000000000009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-03,-3.1899999999999977,1.3091053,217.403,96.461,29.46,90.5991,11275.1,344483.0,32428.2465155,5540.0,2.57,3.39,0.2,0.1799999999999926,6.739999999999995,1.7594885620543204,2.312628716190161,73.752,72.30749999999999,1.0199771807903746,1,3.1000000000000085,-5.3799999999999955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-04,0.1199999999999903,1.3091053,217.403,97.1688,35.48,90.5991,11275.1,342581.0,32428.2465155,5320.0,2.48,3.2,0.2,1.740000000000009,3.0400000000000063,1.8221086685486063,2.3354766784940204,73.126,72.02,1.0153568453207444,1,-3.1299999999999955,-5.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-07,0.3299999999999983,1.3091053,217.403,97.503,36.57,90.5991,11275.1,342581.0,32428.2465155,5320.0,2.43,3.17,0.2,-3.1899999999999977,-0.5600000000000023,1.8533752992850565,2.2981179370588367,72.636,71.8425,1.011044994258273,1,-2.450000000000003,-3.549999999999997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-08,2.5,1.3091053,217.403,97.3425,33.7,90.5991,11275.1,342581.0,32428.2465155,5320.0,2.44,3.18,0.2,0.1199999999999903,-1.2999999999999972,1.8183041549751715,2.2551169300994207,72.47200000000001,71.59200000000001,1.0122918761872834,1,-0.8200000000000074,-5.010000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-09,1.1000000000000083,1.3091053,217.403,96.8938,33.73,90.5991,11275.1,342581.0,32428.2465155,5320.0,2.46,3.2,0.2,0.3299999999999983,0.1799999999999926,2.1867212899681503,2.3357867490081556,72.772,71.49249999999999,1.0178969822009305,1,1.5,-1.990000000000009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-10,-1.5900000000000034,1.3091053,217.403,96.4877,30.57,90.5991,11275.1,342581.0,32428.2465155,5320.0,2.54,3.33,0.2,2.5,1.740000000000009,2.09830169422797,2.3457717280246992,72.944,71.484,1.0204241508589336,1,0.8599999999999994,-0.1700000000000017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-11,1.0999999999999943,1.3091053,217.403,96.5616,28.79,90.5991,11275.1,340906.0,32428.2465155,5445.0,2.49,3.24,0.2,1.1000000000000083,-3.1899999999999977,1.4917338904777806,2.3558984765008297,73.436,71.4595,1.0276590236427627,1,2.4599999999999937,-0.4899999999999949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-14,1.8500000000000083,1.3091053,217.403,95.8082,28.58,90.5991,11275.1,340906.0,32428.2465155,5445.0,2.51,3.28,0.2,-1.5900000000000034,0.1199999999999903,1.49501505009146,2.2761090992258985,74.124,71.6285,1.0348394842834905,1,3.4399999999999977,3.3799999999999955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-15,0.8299999999999983,1.3091053,217.403,95.7049,25.87,90.5991,11275.1,340906.0,32428.2465155,5445.0,2.53,3.32,0.2,1.0999999999999943,0.3299999999999983,1.5572636257230097,2.2687896147041617,75.116,71.9665,1.0437634177012916,1,4.960000000000008,6.760000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-16,-0.8500000000000085,1.3091053,217.403,95.5668,25.92,90.5991,11275.1,340906.0,32428.2465155,5445.0,2.52,3.27,0.2,1.8500000000000083,2.5,1.31288613367648,2.2577153682894817,75.774,72.381,1.0468769428441165,1,3.2900000000000063,8.290000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-17,0.3600000000000136,1.3091053,217.403,95.4973,25.05,90.5991,11275.1,340906.0,32428.2465155,5445.0,2.49,3.21,0.2,0.8299999999999983,1.1000000000000083,1.4329061378890031,2.275021052534167,76.042,72.7265,1.0455886093789746,1,1.3399999999999892,6.909999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-18,0.6599999999999966,1.3091053,217.403,95.2981,23.95,90.5991,11275.1,342596.0,32428.2465155,5503.0,2.5,3.24,0.2,-0.8500000000000085,-1.5900000000000034,1.0010844120252669,2.22708565760632,76.7,73.17150000000001,1.0482223269988995,1,3.2900000000000063,8.900000000000006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-21,-0.6899999999999977,1.3091053,217.403,94.8505,24.88,90.5991,11275.1,342596.0,32428.2465155,5503.0,2.52,3.26,0.2,0.3600000000000136,1.0999999999999943,0.9714164915215184,2.221427883615682,77.27,73.662,1.0489804784013466,1,2.8500000000000085,9.810000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-22,-1.25,1.3091053,217.403,95.1165,27.05,90.5991,11275.1,342596.0,32428.2465155,5503.0,2.47,3.18,0.2,0.6599999999999966,1.8500000000000083,0.7799807689936797,2.2364172475777284,77.33200000000001,74.108,1.043504075133589,1,0.3100000000000023,8.920000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-23,0.059999999999988,1.3091053,217.403,95.4853,26.91,90.5991,11275.1,342596.0,32428.2465155,5503.0,2.47,3.13,0.2,-0.6899999999999977,0.8299999999999983,0.8215412345098541,2.0835859776634544,76.978,74.664,1.0309921782920817,1,-1.769999999999996,11.120000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-24,2.490000000000009,1.3091053,217.403,95.6194,29.74,90.5991,11275.1,342596.0,32428.2465155,5503.0,2.47,3.14,0.2,-1.25,-0.8500000000000085,0.7841364677146254,1.4913490890006758,76.806,74.886,1.0256389712362792,1,-0.8599999999999994,4.439999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-25,-0.1899999999999977,1.3091053,217.403,95.4582,28.53,90.5991,11275.1,344613.0,32428.2465155,5501.0,2.47,3.12,0.2,0.059999999999988,0.3600000000000136,1.4452785198708162,1.4408677027548689,77.06,75.0805,1.0263650348625808,1,1.269999999999996,3.890000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-28,-2.3299999999999983,1.3091053,217.403,95.2696,29.0,90.5991,11275.1,344613.0,32428.2465155,5501.0,2.43,3.05,0.2,2.490000000000009,0.6599999999999966,1.4355417095995429,1.43302440571276,77.144,75.2935,1.0245771547344726,1,0.4200000000000017,4.260000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-29,-0.3400000000000034,1.3091053,217.403,96.0199,34.13,90.5991,11275.1,344613.0,32428.2465155,5501.0,2.36,2.97,0.2,-0.1899999999999977,-0.6899999999999977,1.7981601708412904,1.5068659528969348,76.9,75.45500000000001,1.0191504870452586,1,-1.2199999999999989,3.230000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-30,-2.640000000000001,1.3091053,217.403,95.9934,34.54,90.5991,11275.1,344613.0,32428.2465155,5501.0,2.36,2.97,0.2,-2.3299999999999983,-1.25,1.7150131194833405,1.5110103799845456,76.83800000000001,75.59049999999999,1.0165033965908417,1,-0.3100000000000023,2.710000000000008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-01,-0.8900000000000006,1.22638786,217.29,95.8018,32.86,91.823,11303.2,344613.0,32252.9055155,5501.0,2.33,2.96,0.2,-0.3400000000000034,0.059999999999988,2.057807085224459,1.5819650505155347,76.236,75.507,1.0096547339981723,1,-3.009999999999991,-1.6700000000000017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-02,-0.1000000000000085,1.22638786,217.29,95.6345,30.12,91.823,11303.2,342606.0,32252.9055155,5257.0,2.37,3.0,0.2,-2.640000000000001,2.490000000000009,1.137528021632862,1.4195116840141258,74.958,75.5385,0.9923151770289322,0,-6.390000000000001,0.6299999999999955,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-07-06,2.0900000000000034,1.22638786,217.29,95.1069,29.65,91.823,11303.2,342606.0,32252.9055155,5257.0,2.33,2.95,0.2,-0.8900000000000006,-0.1899999999999977,1.159547325467989,1.419642189908573,73.69800000000001,75.559,0.9753702404743314,0,-6.300000000000011,0.4099999999999966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-07,1.4099999999999966,1.22638786,217.29,95.1795,26.84,91.823,11303.2,342606.0,32252.9055155,5257.0,2.37,3.0,0.2,-0.1000000000000085,-2.3299999999999983,1.699155672679809,1.492515626295695,73.322,75.66749999999999,0.9690025440248458,0,-1.8800000000000097,2.1700000000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-08,0.6200000000000045,1.22638786,217.29,94.7734,25.71,91.823,11303.2,342606.0,32252.9055155,5257.0,2.41,3.04,0.2,2.0900000000000034,-0.3400000000000034,1.8791301179002935,1.418666534757937,73.29599999999999,75.7215,0.9679681464313304,0,-0.1300000000000096,1.0799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-09,-1.1499999999999917,1.22638786,217.29,94.683,24.98,91.823,11303.2,337562.0,32252.9055155,5414.0,2.44,3.07,0.2,1.4099999999999966,-2.640000000000001,1.1814524958710662,1.4040242912878331,73.922,75.7515,0.9758486630627776,0,3.1299999999999955,0.5999999999999943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-07-12,2.2299999999999898,1.22638786,217.29,94.9598,24.43,91.823,11303.2,337562.0,32252.9055155,5414.0,2.43,3.08,0.2,0.6200000000000045,-0.8900000000000006,1.267450196260178,1.3805551896171817,74.496,75.8035,0.982751456067332,0,2.8700000000000045,1.0400000000000065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-13,-0.1400000000000005,1.22638786,217.29,94.3856,24.56,91.823,11303.2,337562.0,32252.9055155,5414.0,2.48,3.15,0.2,-1.1499999999999917,-0.1000000000000085,1.380941707676305,1.4472161116033069,75.536,75.912,0.9950468964063652,0,5.200000000000003,2.1700000000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-14,-0.3499999999999943,1.22638786,217.29,94.3247,24.89,91.823,11303.2,337562.0,32252.9055155,5414.0,2.45,3.07,0.2,2.2299999999999898,2.0900000000000034,1.315610124618973,1.3883951356265842,76.13,75.921,1.0027528615271135,1,2.969999999999999,0.1799999999999926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-15,-0.710000000000008,1.22638786,217.29,94.1988,25.14,91.823,11303.2,337562.0,32252.9055155,5414.0,2.39,3.0,0.2,-0.1400000000000005,1.4099999999999966,1.2776032247924043,1.3766932158350669,76.372,75.87100000000001,1.0066033135189991,1,1.210000000000008,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-16,0.5700000000000074,1.22638786,217.29,94.5061,26.25,91.823,11303.2,332504.0,32252.9055155,5352.0,2.35,2.96,0.2,-0.3499999999999943,0.6200000000000045,1.3170725112915973,1.3727617188871808,76.348,75.828,1.006857625151659,1,-0.1200000000000045,-0.8599999999999994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-07-19,0.789999999999992,1.22638786,217.29,94.602,25.97,91.823,11303.2,332504.0,32252.9055155,5352.0,2.38,2.99,0.2,-0.710000000000008,-1.1499999999999917,1.1653325705565607,1.376803601787386,76.668,75.79549999999999,1.0115112374745203,1,1.5999999999999943,-0.6500000000000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-20,-1.0499999999999972,1.22638786,217.29,94.542,23.93,91.823,11303.2,332504.0,32252.9055155,5352.0,2.37,2.98,0.2,0.5700000000000074,2.2299999999999898,0.6304918714781105,1.380546802424384,76.7,75.76950000000001,1.0122806670230104,1,0.1599999999999966,-0.5200000000000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-21,2.740000000000009,1.22638786,217.29,94.4496,25.64,91.823,11303.2,332504.0,32252.9055155,5352.0,2.32,2.9,0.2,0.789999999999992,-0.1400000000000005,0.8008745220070178,1.3919596182890328,76.55,75.7255,1.010888009983427,1,-0.75,-0.8800000000000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-22,-0.3299999999999983,1.22638786,217.29,94.1135,24.63,91.823,11303.2,332504.0,32252.9055155,5352.0,2.36,2.96,0.2,-1.0499999999999972,-0.3499999999999943,1.4973376372748997,1.492325895690131,77.018,75.881,1.0149839880866094,1,2.3400000000000034,3.109999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-23,0.25,1.22638786,217.29,94.1431,23.47,91.823,11303.2,332864.0,32252.9055155,5460.0,2.42,3.02,0.2,2.740000000000009,-0.710000000000008,1.4307620347213486,1.4961825106794764,77.562,76.01700000000001,1.0203244011208017,1,2.720000000000013,2.720000000000013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-26,-1.470000000000013,1.22638786,217.29,93.7556,22.73,91.823,11303.2,332864.0,32252.9055155,5460.0,2.41,3.03,0.2,-0.3299999999999983,0.5700000000000074,1.4364539672401526,1.3908248215395451,78.042,76.041,1.0263147512526138,1,2.4000000000000057,0.480000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-27,-0.3999999999999915,1.22638786,217.29,93.7583,23.19,91.823,11303.2,332864.0,32252.9055155,5460.0,2.43,3.08,0.2,0.25,0.789999999999992,1.653668648792735,1.4300864898393508,78.07,76.001,1.027223326008868,1,0.1400000000000005,-0.8000000000000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-28,1.2399999999999949,1.22638786,217.29,93.7506,24.25,91.823,11303.2,332864.0,32252.9055155,5460.0,2.42,3.03,0.2,-1.470000000000013,-1.0499999999999972,1.5712320006924467,1.3289698226346855,78.228,76.05749999999999,1.0285376195641456,1,0.7900000000000063,1.1299999999999957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-29,0.5499999999999972,1.22638786,217.29,93.6004,24.13,91.823,11303.2,332864.0,32252.9055155,5460.0,2.44,3.03,0.2,-0.3999999999999915,2.740000000000009,0.991095353636558,1.3509391470186032,78.086,76.19300000000001,1.024844802015933,1,-0.710000000000008,2.7099999999999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-30,2.4000000000000057,1.22638786,217.29,93.2793,23.5,91.823,11303.2,340172.0,32252.9055155,5486.0,2.39,2.94,0.2,1.2399999999999949,-0.3299999999999983,1.0268544200615657,1.1840008001419695,78.12,76.488,1.0213366802635708,1,0.1699999999999875,5.8999999999999915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-02,1.269999999999996,1.01936098,217.199,92.7916,22.01,91.9928,11330.6,340172.0,32449.4625155,5486.0,2.43,2.99,0.18,0.5499999999999972,0.25,1.4869868862905216,1.2380140080833133,78.58399999999999,76.9475,1.0212677474901717,1,2.319999999999993,9.189999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-03,-0.0300000000000011,1.01936098,217.199,92.6258,22.63,91.9928,11330.6,340172.0,32449.4625155,5486.0,2.41,2.94,0.18,2.4000000000000057,-1.470000000000013,1.0310528599446116,1.243317294473468,79.596,77.4755,1.0273699427560972,1,5.060000000000002,10.560000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-04,-0.4899999999999949,1.01936098,217.199,92.731,22.21,91.9928,11330.6,340172.0,32449.4625155,5486.0,2.42,2.98,0.18,1.269999999999996,-0.3999999999999915,0.9106206674570754,1.1924702357534451,80.68199999999999,77.89750000000001,1.0357456914535124,1,5.429999999999993,8.439999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-05,-1.3299999999999983,1.01936098,217.199,92.6401,22.1,91.9928,11330.6,340172.0,32449.4625155,5486.0,2.41,2.94,0.18,-0.0300000000000011,1.2399999999999949,1.1378049041905065,1.1852785593091089,81.422,78.2245,1.0408759404023036,1,3.700000000000003,6.540000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-06,0.789999999999992,1.01936098,217.199,92.5915,21.74,91.9928,11330.6,337388.0,32449.4625155,5440.0,2.36,2.86,0.18,-0.4899999999999949,0.5499999999999972,1.476509397193248,1.2388979610503517,81.78599999999999,78.45400000000001,1.0424707471894357,1,1.8200000000000072,4.590000000000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-09,-1.2199999999999989,1.01936098,217.199,92.6726,22.14,91.9928,11330.6,337388.0,32449.4625155,5440.0,2.32,2.86,0.18,-1.3299999999999983,2.4000000000000057,1.0293298790960854,1.2005580939055336,81.828,78.7805,1.0386834305443606,1,0.2099999999999937,6.529999999999987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-10,-2.1499999999999915,1.01936098,217.199,93.2197,22.37,91.9928,11330.6,337388.0,32449.4625155,5440.0,2.27,2.79,0.18,0.789999999999992,1.269999999999996,0.8778838191924746,1.1598248506608706,81.37199999999999,78.93449999999999,1.0308800334454515,1,-2.280000000000001,3.0799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-11,-2.4099999999999966,1.01936098,217.199,93.7778,25.39,91.9928,11330.6,337388.0,32449.4625155,5440.0,2.18,2.72,0.18,-1.2199999999999989,-0.0300000000000011,1.1036303729056944,1.2686224397892485,80.492,78.988,1.0190408669671345,1,-4.3999999999999915,1.0700000000000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-12,-0.2900000000000062,1.01936098,217.199,93.8905,25.73,91.9928,11330.6,337388.0,32449.4625155,5440.0,2.19,2.74,0.18,-2.1499999999999915,-0.4899999999999949,1.2573305054757726,1.3816941355490038,79.22800000000001,78.9385,1.0036674119726117,1,-6.319999999999993,-0.9899999999999948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-13,-0.2199999999999988,1.01936098,217.199,94.0457,26.24,91.9928,11330.6,334390.0,32449.4625155,5239.0,2.14,2.68,0.18,-2.4099999999999966,-1.3299999999999983,1.3277349133015814,1.374298960044331,78.172,78.91,0.9906475731846408,0,-5.280000000000001,-0.5699999999999932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-16,0.5900000000000034,1.01936098,217.199,93.7902,26.1,91.9928,11330.6,334390.0,32449.4625155,5239.0,2.07,2.58,0.18,-0.2900000000000062,0.789999999999992,1.017187298387061,1.3675279271659972,76.914,78.84200000000001,0.9755460287663934,0,-6.289999999999992,-1.3599999999999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-17,-0.3700000000000045,1.01936098,217.199,93.4239,24.33,91.9928,11330.6,334390.0,32449.4625155,5239.0,2.12,2.64,0.18,-0.2199999999999988,-1.2199999999999989,1.3131184257331732,1.361642197379397,76.018,78.764,0.965136356711188,0,-4.47999999999999,-1.559999999999988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-18,-0.9399999999999976,1.01936098,217.199,93.3719,24.59,91.9928,11330.6,334390.0,32449.4625155,5239.0,2.13,2.64,0.18,0.5900000000000034,-2.1499999999999915,1.114405671198765,1.3444756363884356,75.478,78.72,0.958816056910569,0,-2.700000000000003,-0.8799999999999955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-19,-1.0,1.01936098,217.199,93.7141,26.44,91.9928,11330.6,334390.0,32449.4625155,5239.0,2.09,2.58,0.18,-0.3700000000000045,-2.4099999999999966,0.5473846910537158,1.1858756480472812,75.232,78.49199999999999,0.9584671049278908,0,-1.230000000000004,-4.560000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
